name,author,downloads,link,theme,license,supported_glyphs,thumbnail_image
Burn The Witch,Font Monger,104449,https://www.dafont.com/burn-the-witch.font,Horror,Free for personal use,à,https://www.dafont.com/img/preview/b/u/burn_the_witch0.png
Best Prices,imagex,80460,https://www.dafont.com/best-prices.font,Cartoon,Free for personal use,not provided,https://www.dafont.com/img/preview/b/e/best_prices0.png
Nadia Sofia,cove703,183019,https://www.dafont.com/nadia-sofia.font,Various,100% Free,not provided,https://www.dafont.com/img/preview/n/a/nadia_sofia0.png
Chuky Chuky Black,Yeeatrs,30590,https://www.dafont.com/chuky-chuky-black.font,Horror,Free for personal use,"à, €",https://www.dafont.com/img/preview/c/h/chuky_chuky_black0.png
Quinthero,Fachranheit,74511,https://www.dafont.com/quinthero.font,Western,Free for personal use,"à, €",https://www.dafont.com/img/preview/q/u/quinthero0.png
College Squad,Fontsera Marketplace,105724,https://www.dafont.com/college-squad.font,Old School,Free for personal use,€,https://www.dafont.com/img/preview/c/o/college_squad1.png
Sketchup,Typefactoryco,156932,https://www.dafont.com/sketchup.font,Decorative,Free for personal use,not provided,https://www.dafont.com/img/preview/s/k/sketchup1.png
Fresh Fruit,Khurasan,177563,https://www.dafont.com/fresh-fruit.font,Cartoon,Free for personal use,not provided,https://www.dafont.com/img/preview/f/r/fresh_fruit1.png
StarBold,Letterayu,30944,https://www.dafont.com/starbold.font,Decorative,Free for personal use,not provided,https://www.dafont.com/img/preview/s/t/starbold1.png
Bubblez,Marina Sanders,15858,https://www.dafont.com/bubblez-2.font,Cartoon,Free for personal use,not provided,https://www.dafont.com/img/preview/b/u/bubblez_21.png
Monogram Gold,share font,17844,https://www.dafont.com/monogram-gold.font,Initials,Free for personal use,not provided,https://www.dafont.com/img/preview/m/o/monogram_gold1.png
Aubergine,Fridaytype,46442,https://www.dafont.com/aubergine.font,Retro,Free for personal use,"à, €",https://www.dafont.com/img/preview/a/u/aubergine0.png
Royal Vintage,PutraCetol Studio,18761,https://www.dafont.com/royal-vintage.font,Retro,Free for personal use,"à, €",https://www.dafont.com/img/preview/r/o/royal_vintage0.png
Death Spirit,Khurasan,49174,https://www.dafont.com/death-spirit.font,Horror,Free for personal use,€,https://www.dafont.com/img/preview/d/e/death_spirit0.png
Planet Comic,Khurasan,51866,https://www.dafont.com/planet-comic.font,Cartoon,100% Free,€,https://www.dafont.com/img/preview/p/l/planet_comic1.png
Sugar Peachy,Dharmas Studio,10278,https://www.dafont.com/sugar-peachy.font,Groovy,Free for personal use,not provided,https://www.dafont.com/img/preview/s/u/sugar_peachy0.png
Pantelleria,Endri Riski,25530,https://www.dafont.com/pantelleria.font,Various,Free for personal use,not provided,https://www.dafont.com/img/preview/p/a/pantelleria0.png
Nightmare Scare,Typegoals Labs,6670,https://www.dafont.com/nightmare-scare.font,Various,Demo,"à, €",https://www.dafont.com/img/preview/n/i/nightmare_scare1.png
Hamburger Heaven,Nick's Fonts,885730,https://www.dafont.com/hamburger-heaven.font,Retro,100% Free,"à, €",https://www.dafont.com/img/preview/h/a/hamburger_heaven0.png
Fontleroy Brown,Nick's Fonts,977785,https://www.dafont.com/fontleroy-brown.font,Retro,100% Free,"à, €",https://www.dafont.com/img/preview/f/o/fontleroy_brown0.png
Caracura,Nú-Dës,381888,https://www.dafont.com/caracura.font,Distorted,100% Free,à,https://www.dafont.com/img/preview/c/a/caracura0.png
JF Rock,Jester Font Studio,938305,https://www.dafont.com/jf-rock.font,Cartoon,not provided,not provided,https://www.dafont.com/img/preview/j/f/jf_rock0.png
Type Keys,Typadelic,759224,https://www.dafont.com/type-keys.font,Typewriter,100% Free,not provided,https://www.dafont.com/img/preview/t/y/type_keys1.png
Boycott,Dharma Type,350096,https://www.dafont.com/boycott.font,Destroy,100% Free,not provided,https://www.dafont.com/img/preview/b/o/boycott0.png
Evol,fontvir.us,61875,https://www.dafont.com/evol.font,Distorted,100% Free,not provided,https://www.dafont.com/img/preview/e/v/evol0.png
Rough Typewriter,JibbaJabba Fonts,1480603,https://www.dafont.com/rough-typewriter.font,Typewriter,Free for personal use,"à, €",https://www.dafont.com/img/preview/r/o/rough_typewriter0.png
One Dance,Magique Fonts,266687,https://www.dafont.com/one-dance.font,Retro,100% Free,"à, €",https://www.dafont.com/img/preview/o/n/one_dance0.png
Scorched Earth,KC Fonts,1256910,https://www.dafont.com/scorched-earth.font,Eroded,Demo,€,https://www.dafont.com/img/preview/s/c/scorched_earth0.png
Orange Juice,Brittney Murphy Design,4273737,https://www.dafont.com/orange-juice.font,Cartoon,Free for personal use,"à, €",https://www.dafont.com/img/preview/o/r/orange_juice0.png
Roundabout,imagex,283059,https://www.dafont.com/roundabout.font,Decorative,Free for personal use,not provided,https://www.dafont.com/img/preview/r/o/roundabout0.png
Power Rangers,Jayde Garrow,223500,https://www.dafont.com/power-rangers.font,Various,100% Free,not provided,https://www.dafont.com/img/preview/p/o/power_rangers0.png
Lucky Typewriter,Lukas Krakora,269668,https://www.dafont.com/lucky-typewriter.font,Typewriter,Free for personal use,"à, €",https://www.dafont.com/img/preview/l/u/lucky_typewriter0.png
KG All of the Stars,Kimberly Geswein,135692,https://www.dafont.com/kg-all-of-the-stars.font,Decorative,Free for personal use,"à, €",https://www.dafont.com/img/preview/k/g/kg_all_of_the_stars0.png
Megalopolis,imagex,93336,https://www.dafont.com/megalopolis.font,Cartoon,Free for personal use,not provided,https://www.dafont.com/img/preview/m/e/megalopolis0.png
The Goldsmith Vintage,Burntilldead Typefoundry,388606,https://www.dafont.com/the-goldsmith-vintage.font,Retro,100% Free,not provided,https://www.dafont.com/img/preview/t/h/the_goldsmith_vintage1.png
Chocolate Bar,Studio Typo,322143,https://www.dafont.com/chocolate-bar.font,Groovy,Free for personal use,"à, €",https://www.dafont.com/img/preview/c/h/chocolate_bar0.png
Typo College,Studio Typo,192070,https://www.dafont.com/typo-college.font,Old School,Free for personal use,"à, €",https://www.dafont.com/img/preview/t/y/typo_college0.png
Roundy Rainbows,Hawtpixel,249548,https://www.dafont.com/roundy-rainbows.font,Groovy,Free for personal use,€,https://www.dafont.com/img/preview/r/o/roundy_rainbows3.png
Progress,Billy Argel Fonts ®,175126,https://www.dafont.com/progress-3.font,Eroded,Free for personal use,"à, €",https://www.dafont.com/img/preview/p/r/progress_30.png
Blood Thirst,Font Monger,526494,https://www.dafont.com/blood-thirst.font,Horror,Free for personal use,not provided,https://www.dafont.com/img/preview/b/l/blood_thirst0.png
Movie Poster,Billy Argel Fonts ®,86485,https://www.dafont.com/movie-poster.font,Eroded,Free for personal use,à,https://www.dafont.com/img/preview/m/o/movie_poster0.png
Bloody Office,Woodcutter,90984,https://www.dafont.com/bloody-office.font,Horror,Free for personal use,not provided,https://www.dafont.com/img/preview/b/l/bloody_office0.png
Karimun,Kulokale Studio,173686,https://www.dafont.com/karimun.font,Retro,Free for personal use,not provided,https://www.dafont.com/img/preview/k/a/karimun0.png
Zoombieland,Mehibi,166866,https://www.dafont.com/zoombieland.font,Cartoon,Free for personal use,€,https://www.dafont.com/img/preview/z/o/zoombieland0.png
MCF Glowins,Mister Chek,56050,https://www.dafont.com/mcf-glowins.font,Destroy,Free for personal use,not provided,https://www.dafont.com/img/preview/m/c/mcf_glowins0.png
Baby Bunny Script,HansCo,215974,https://www.dafont.com/baby-bunny-script.font,Curly,Free for personal use,"à, €",https://www.dafont.com/img/preview/b/a/baby_bunny_script0.png
Circusia,Typotopia Studio,46626,https://www.dafont.com/circusia.font,Retro,Free for personal use,€,https://www.dafont.com/img/preview/c/i/circusia0.png
Tahu Bullats,HansCo,105136,https://www.dafont.com/tahu-bullats.font,Groovy,Demo,"à, €",https://www.dafont.com/img/preview/t/a/tahu_bullats0.png
A Agressive Winter,wep,47413,https://www.dafont.com/a-agressive-winter.font,Destroy,100% Free,not provided,https://www.dafont.com/img/preview/a/_/a_agressive_winter1.png
Patched,Mans Greback,40104,https://www.dafont.com/patched.font,Retro,Free for personal use,"à, €",https://www.dafont.com/img/preview/p/a/patched1.png
Take A Shot,Billy Argel Fonts ®,69806,https://www.dafont.com/take-a-shot.font,Destroy,Free for personal use,"à, €",https://www.dafont.com/img/preview/t/a/take_a_shot0.png
Magnolia Monogram,Mozatype,51166,https://www.dafont.com/magnolia-monogram.font,Initials,Free for personal use,not provided,https://www.dafont.com/img/preview/m/a/magnolia_monogram0.png
Bubble Mint,Fana Merah Jambu,45535,https://www.dafont.com/bubble-mint-2.font,Various,Free for personal use,€,https://www.dafont.com/img/preview/b/u/bubble_mint_20.png
Kelpo,Dharmas Studio,4378,https://www.dafont.com/kelpo.font,Groovy,Free for personal use,not provided,https://www.dafont.com/img/preview/k/e/kelpo0.png
Merqola Nature,Storytype Studio,8950,https://www.dafont.com/merqola-nature.font,Various,Free for personal use,"à, €",https://www.dafont.com/img/preview/m/e/merqola_nature0.png
Snackid,Typeline Studio,19234,https://www.dafont.com/snackid.font,Cartoon,Free for personal use,"à, €",https://www.dafont.com/img/preview/s/n/snackid1.png
Spaceton,MJType,13247,https://www.dafont.com/spaceton.font,Cartoon,Free for personal use,not provided,https://www.dafont.com/img/preview/s/p/spaceton0.png
Thistails Sans,Panatype Studio,2321,https://www.dafont.com/thistails-sans.font,Eroded,Demo,not provided,https://www.dafont.com/img/preview/t/h/thistails_sans0.png
Nightmare AOE,Astigmatic One Eye Typographic Institute,227287,https://www.dafont.com/nightmare.font,Horror,100% Free,"à, €",https://www.dafont.com/img/preview/n/i/nightmare0.png
Breakaway,Vic Fieger,269248,https://www.dafont.com/breakaway.font,Destroy,100% Free,not provided,https://www.dafont.com/img/preview/b/r/breakaway0.png
An Unfortunate Event,The Flea Pit,630401,https://www.dafont.com/an-unfortunate-event.font,Distorted,Free for personal use,not provided,https://www.dafont.com/img/preview/a/n/an_unfortunate_event1.png
Carnival,Richard William Mueller,442155,https://www.dafont.com/carnival.font,Retro,not provided,à,https://www.dafont.com/img/preview/c/a/carnival0.png
XXII Don't mess with Vikings,Doubletwo Studios,326017,https://www.dafont.com/xxii-dont-mess-with-vikings.font,Old School,Free for personal use,€,https://www.dafont.com/img/preview/x/x/xxii_dont_mess_with_vikings0.png
Kirsty,Typodermic Fonts,177809,https://www.dafont.com/kirsty.font,Western,100% Free,"à, €",https://www.dafont.com/img/preview/k/i/kirsty3.png
Lycanthrope,Sinister Fonts,220585,https://www.dafont.com/lycanthrope.font,Horror,100% Free,not provided,https://www.dafont.com/img/preview/l/y/lycanthrope0.png
Subito,imagex,87727,https://www.dafont.com/subito.font,Cartoon,Free for personal use,€,https://www.dafont.com/img/preview/s/u/subito1.png
Double Bubble,Studio Typo,691048,https://www.dafont.com/double-bubble.font,Groovy,Free for personal use,à,https://www.dafont.com/img/preview/d/o/double_bubble0.png
Cabbagetown,bobistheowl,383839,https://www.dafont.com/cabbagetown.font,Retro,Free for personal use,not provided,https://www.dafont.com/img/preview/c/a/cabbagetown0.png
Badly Stamped,APG Studios,461872,https://www.dafont.com/badlystamped.font,Typewriter,Free for personal use,not provided,https://www.dafont.com/img/preview/b/a/badlystamped0.png
Abraham,Sabrcreative,102727,https://www.dafont.com/abraham.font,Retro,Free for personal use,not provided,https://www.dafont.com/img/preview/a/b/abraham0.png
Waste Money,Woodcutter,98501,https://www.dafont.com/waste-money.font,Retro,Free for personal use,not provided,https://www.dafont.com/img/preview/w/a/waste_money0.png
Sporter,Bangkit Tri Setiadi,130339,https://www.dafont.com/sporter.font,Old School,Free for personal use,not provided,https://www.dafont.com/img/preview/s/p/sporter0.png
A Ablasco,wep,69336,https://www.dafont.com/a-ablasco.font,Comic,Donationware,not provided,https://www.dafont.com/img/preview/a/_/a_ablasco1.png
Dot Preschool,Beta Dine,48341,https://www.dafont.com/dotpreschool.font,Various,Donationware,not provided,https://www.dafont.com/img/preview/d/o/dotpreschool0.png
Hoollidday,Kurnia Setyadi,174566,https://www.dafont.com/hoollidday.font,Cartoon,Free for personal use,"à, €",https://www.dafont.com/img/preview/h/o/hoollidday0.png
Bandito,Guaraldo Fonts,152265,https://www.dafont.com/bandito.font,Western,Free for personal use,not provided,https://www.dafont.com/img/preview/b/a/bandito0.png
Pumpkin Story,sronstudio,846917,https://www.dafont.com/pumpkin-story.font,Cartoon,Free for personal use,"à, €",https://www.dafont.com/img/preview/p/u/pumpkin_story0.png
Second Hand Campus,imagex,54270,https://www.dafont.com/second-hand-campus.font,Old School,Free for personal use,not provided,https://www.dafont.com/img/preview/s/e/second_hand_campus0.png
not provided,not provided,not provided,https://www.dafont.com/comico.font,not provided,not provided,not provided,https://www.dafont.comnot provided
not provided,not provided,not provided,https://www.dafont.com/olive-days.font,not provided,not provided,not provided,https://www.dafont.comnot provided
not provided,not provided,not provided,https://www.dafont.com/codigra.font,not provided,not provided,not provided,https://www.dafont.comnot provided
not provided,not provided,not provided,https://www.dafont.com/serona.font,not provided,not provided,not provided,https://www.dafont.comnot provided
not provided,not provided,not provided,https://www.dafont.com/eisenhower.font,not provided,not provided,not provided,https://www.dafont.comnot provided
not provided,not provided,not provided,https://www.dafont.com/baby-bumi.font,not provided,not provided,not provided,https://www.dafont.comnot provided
not provided,not provided,not provided,https://www.dafont.com/mumugirous-wzn.font,not provided,not provided,not provided,https://www.dafont.comnot provided
not provided,not provided,not provided,https://www.dafont.com/destroy.font,not provided,not provided,not provided,https://www.dafont.comnot provided
not provided,not provided,not provided,https://www.dafont.com/quentincaps.font,not provided,not provided,not provided,https://www.dafont.comnot provided
not provided,not provided,not provided,https://www.dafont.com/lsleaves.font,not provided,not provided,not provided,https://www.dafont.comnot provided
not provided,not provided,not provided,https://www.dafont.com/seriesorbit.font,not provided,not provided,not provided,https://www.dafont.comnot provided
not provided,not provided,not provided,https://www.dafont.com/overmuch.font,not provided,not provided,not provided,https://www.dafont.comnot provided
Top Secret,Anthony Robinson,987802,https://www.dafont.com/-top-secret.font,Eroded,Free for personal use,not provided,https://www.dafont.com/img/preview/_/t/_top_secret0.png
Bubble Letters,Vanessa Bays,339380,https://www.dafont.com/bubble-letters.font,Cartoon,Free for personal use,not provided,https://www.dafont.com/img/preview/b/u/bubble_letters0.png
Mikado,HvD Fonts,200470,https://www.dafont.com/mikado.font,Various,Free for personal use,not provided,https://www.dafont.com/img/preview/m/i/mikado0.png
American Horror Story,=spark_01=,530879,https://www.dafont.com/american-horror-story.font,Various,not provided,€,https://www.dafont.com/img/preview/a/m/american_horror_story0.png
Bones,Sophie Fraser,42193,https://www.dafont.com/bones-4.font,Decorative,Free for personal use,€,https://www.dafont.com/img/preview/b/o/bones_40.png
Mona Shark,JSH creates,899344,https://www.dafont.com/mona-shark.font,Comic,Free for personal use,not provided,https://www.dafont.com/img/preview/m/o/mona_shark0.png
Foul Fiend,Sinister Fonts,52860,https://www.dafont.com/foul-fiend.font,Horror,100% Free,€,https://www.dafont.com/img/preview/f/o/foul_fiend1.png
Cake n Truffles,Maximum Limit,57304,https://www.dafont.com/cake-n-truffles.font,Cartoon,100% Free,€,https://www.dafont.com/img/preview/c/a/cake_n_truffles0.png
